player_id,player_name,weight,height,school,grade
104629,Tyler Huntley,205.0,73.0,Utah,36.0
104549,Shea Patterson,212.0,72.875,Michigan,31.0
104734,Trevor Lawrence,213.0,77.625,Clemson,97.0
104933,Zach Wilson,214.0,74.125,BYU,93.0
104742,Trey Lance,224.0,75.875,North Dakota State,92.0
104739,Justin Fields,227.0,74.75,Ohio State,91.0
104935,Mac Jones,217.0,74.625,Alabama,90.0
105144,Kyle Trask,236.0,77.25,Florida,78.0
104791,Kellen Mond,211.0,74.625,Texas A&M,77.0
105275,Davis Mills,217.0,75.75,Stanford,79.0
105150,Ian Book,211.0,72.0,Notre Dame,43.0
104851,Sam Ehlinger,220.0,73.125,Texas,38.0
104814,Jamie Newman,234.0,74.875,Georgia,55.0
105211,Feleipe Franks,234.0,78.625,Arkansas,39.0
105151,Shane Buechele,210.0,72.25,SMU,36.0
105349,Zach Smith,222.0,75.375,Tulsa,31.0
105467,K.J. Costello,227.0,76.625,Mississippi State,30.0
